text_slangwords,polarity
menyebalkan harus update terus jadi makin besar dan berat programnya lebih baik kalau jadi bagus bahkan jadi semakin jelek ga user friendly cari lambang susah berat jalanin programnya error melulu parah banget pokoknya bagusan versi dulu,negatif
gabisa buat belanjatiap mau bayar error hm,negatif
promo casbak bohong dan pembodohan berlindung di balik aturan yang dibuat sendiri sebagai member platinum saya merasa kecewa dengan tokopedia casbak senilai rb yang harusnya saya dapatkan tapi ditarik sepihak oleh tokopedia bilangnya saya memanipulasi transaksi sungguh tuduhan yang tidak benar kecewa saya tidak akan pakai tokopedia lagi sebagai pembelanjaan online,negatif
saya baru pertama kali menggunakan tapi pelayanannya sangat buruk sekali untuk pembelian tidak ada konfirmasi chat lambat banget dengan terpaksa saya batalkan betul betul kecewa dana entah kembali atau tidak tidak masalah yang penting kejujuran pelayanan hati hati pada aplikasi ini pembatalan order uang tidak kembali ke rekening bankx jamuang hanya rp kalau dikalikan berapa orang sudah berapa itu sebelum pemesanan untuk yang bukan bayar ditempat harap hatihati,negatif
tolong di perbaiki menurut saya masa saya tadi siang sudah pesan dan sudah bayar tapi di dalam aplikasi tokopedia nya masih menunggu proses pembayaran bagay mana ini tokopedi tolong lah saya sudah minta tolong ke pihak bantuan tidak ada respon kalau seperti ini mau bagaimana berbelanja dengan nyaman yang ada kecewa,negatif
saya konsumen setia tokped sejak tahun namun di kecewakan karena tiba cashback saya di cancel secara sepihak oleh tokopedia dengan alasan saya di curigai manipulasi sudah complaint berkali dan menunjukkan bukti yang kuat pun tidak ada hasilnya jawaban cs tokped seperti template yang itu saja tanpa bisa menunjukkan kesalahan saya sepertinya coba tokped gacha dan hari itu saya yang kurang beruntung,negatif
aplikasinya bagus tampilannya enak banget dilihat dibanding tampilan aplikasi toko online yang lain cuman pas saya mau update ke versi terbaru kok gak bisa iya saat nyampai di stuck terus gak bisa nambah awalnya saya pikir jaringan saya yang bermasalah setelah saya coba download aplikasi lain lancar lancar saja ternyata tolong diberi penjelasannya dong,positif
sekarang udh gk ada gratis ongkos kirim yang ada diskon ongkos kirim rb tetep saja ujungnya bayar rban udh gtu gk bisa ditambah promo lainnya apa karena biar langganan plus nya laku kalau harus berlangganan plus sebulan rb rb bulan bagi saya merugikan karena saya beli online non pulsa paket data paling x sebulan itupun gk pasti ya kalau seperti ini terus mohon maaf kyaknya bakal banyak yang pindah ke olshop sebelah yang setiap hari belanja online mungkin gk berpengaruh,negatif
bisabisanya paket saya tidak diantar sama kurirnya id express memang seperti kontoll kalau tidak niat nganter barang iya tidak perlu bikin perusahaan ekspedisi lah begooo nyesel banget saya belanja di tokped baru pertama kali belanja langsung dapat kekecewaan,negatif
amanah pokona mahhh refund cepat pengembalianya,negatif
saya sangat kecewa dengn tokopedia pembayara kartu kredit berhasih di tokopedia tapi pembayaran tidak smpai ke bank yang bersangkutan sudah konfirmasi ke tokopedia dan di pihak tokopedia menyatakan berhasil tetapi setelah konfirmasi ke pihak bank tetap saja tdak ada pembayaran dan sudah saya lakukan berulang ulang tetap saja tidak ada penyelesaian dr tokopedia tokopedia tidak bisa memberikan bukti juga bhwa pembayaran saya sdh dbteruskan ke bank yang bersangkutan sangat kecewa uang saya hilang saya sudah berkali kali menghubungi tokopedia di layanan pengguna jawabannya sangat tidak membantu pertama akan saya truskan ke tim invetigasi kedua bhwa pembayaran sdh di teruskan ke bank saya cek bank nya tidak ada pembayaran yang di maksud berkali kali begitu trus jawaban tokopedia sangat tidak mmbantu tokopedia di minta mmberi bukti bhwa sdh melakukan konfirmasi ke bank tidak bisa memberikan bukti,negatif
sumpah kecewa banget sama app tokped aku baru buka akun dan dapat kupon potongan ke sudah aku tf dong uangnya tiba di batalkan pesanan dan uang kembali ke akun katanya ada manipulasi data padahal baru pertama buat akun gak masuk akal banget alasannya di accomerce lain gak gini kalau ada masalah dikasih tahu dong sebelum pembayaran biar cust tahu baru kali ini loh kasih bintang ke app gilak kecewa parah,negatif
sama seperti pengguna lain yang kecewa semalam saya coba gratisan ongkos kirim sebagai pengguna baru dan sudah selesai transaksi eh tiba bahkan dibatalkan sepihak oleh sistem katanya banyak gratisan tapi nyatanya sistemnya kayak gitu rusak banget iming banyak bonus kebohongan,negatif
saya jadi pelanggan setia tokped sejak tahun dan hanya ada aplikasi belanja online yang saya miliki dahulu promo cashback dan gratis ongkirnya emang sangat baik dan bagus cashbacknya pun cukup gede ketika gabung sama ovo pun masih tetap baik makin jelek saat ini cashback sdh sedikit gratis ongkos kirim bersyarat bahkan ditambahin biaya aplikasi lagi sudah seperti pesan gocar atau gojek saja nihkebijakan gopay kali yaa sepertinya orange lebih baik sedikit kata teman sih,negatif
saya pelanggan setia tokopedia terutama untuk pembayaran tagihan bulanan eh sekarang ga bisa login lagi karena ga dapat kode otp pada hal no ponsel masih aktif dicoba berkalikali tetap saja ga bisa lapor ke tokopedia care juga sudah sangat sering tapi tetap saja ga dapat kode otp trus gmn iya solusinya,negatif
setelah sekian lama saya memakai aplikasi tokopedia tidak ada masalahsekarang saya sangat kesewa dengan aplikasi inibarang pesanan saya hilang tidak sampai ke rumahyang sampai hanya berupa surat invoice berupa amplop dan kertaskemana barang saya sudah barang hilang uangpun lenyap minta bantuan customer service tokopedia tidak memberikan solusi dan memecahkan solusi bahkan berkali kali bilang barang sudah diterima oleh konsumen banyak maling di aplikasi inisaya uninstal,negatif
link tokped gabisa diklik,netral
saya beli paket bahkan dibatalkan sistem dana nya belum di kembalikan pula,negatif
aplikasi yang gk ada tanggung jawab masalah komplain memangnya semua masalah bisa di pilih dengan chat by sistem ada yang bisa di jelaskan by sistem chat tapi tidak semua masalah bisa teratasi chat by sistem contoh masalah pengembalian barang yang rusak lalu kita kirim ulang tapi kita tidak menerima kerugian ongkos kirim bagaimana buat yang di daerah indonesia timur amat sangat di rugikan masalah ongkos kirim lalu tokopedia tidak ada no telepon customer service yang ada hanya chat dan itu pun lama balas nya,negatif
wow diskonnya bohong pas check out menggunakan kupon eh dibatalkan sistem padahal beli headset doang kuponnya ga balik lagi dan hangus haduh mana harus milih mau gratis ongkos kirim atau cashbackdiskon ada biaya aplikasi dan layanan banyak banget iya congrats tokopedia you just make everyone go away easly,negatif
terimakasih tokopedia hadir dan membawa senyum untuk emakemak pemburu diskon harganya kadang sampai ga masuk akal,positif
awalnya saya suka sama aplikasi ini dan sekarang ada kejadian dimana saya transaksi order barang dari tanggal juni sampai hari ini pun barang tidak jelas minta tolong lewat pihak tokopedia untuk pembatalan barang tapi ga ditanggapin sama sekali kecewa saya,negatif
bonus pengguna baru nya kocak ga niat memberikan bonus kayaknya dipersulit dalam segala hal barang nya belum di check out tapi udh ga ada lagi bonus pengguna baru nya trus satu lagi ada bonus voucher pengguna baru giliran saya check out barang pakai voucher tersebut total ke karena sudah kepotong voucher diskon dan sudah saya bayar tiba tiba di cancel oleh pihak tokped memang saldo saya di refund tapi di refund dalam bentuk saldo tokped yang pencairan nya butuh min ke iya ribet lagi,negatif
kurir sapx kacau banget gini msih di pakai jadi rekomendasi dr tokopedia udh lewat hari dr masa estimasi barang ga dtg² sudah juga brang ga gerak itu saya pesen makanan woii mau di kirim ke alamat kapan nunggu basi,negatif
lebih kreatif lagi dalam tampilan nya pakharus bisa kita kalah kan tu shopee jangan mau kalah sama produk luardemi indonesia maju bersama bapak prabowo subiantohehehe,positif
aplikasi lokal tapi gak bermutu bahkan tipu konsumen belanja pesanan di batalkan dan bukti pembatalan pesanan sepihak gak ada lampiran bisa di kembalikan dana bahkan suru isi saldo rekening juta ini mau balikin uang konsumen apa mau tipu aplikasi iini lebih baik di band di indonesia karena aplikasi lokal ini gak pantas buat di kembangkan bayak merugikan konsumen baru sekarang sayaa pakai aplikasi tokopedia di kecewain,negatif
jelek sekali pesanan saya belum saya terima tapi notifikasi barang sudah tiba saya ajuin komplain pihak ekspedisi kurir sudah menelusuri dan menganti kerugian dengan pengembalian dana tiba tiba tokopedia muncul notifikasi pesanan sudah selesai sementara pihak tokopedia belum meneruskan pengembalian dana dari ekspedisi ke saya,negatif
kecewa banget pdhl jadi toko online langgananku bertahun aku merasa sekarang ongkos kirimnya jadi mahal potongan gratis ongkos kirim hanya rb yang dulunya rb ga ada cashback pilih pengiriman kargo saja masih mahal mudah an mau berubah sistem yang lama sudah bagus bahkan diubah seperti ini bikin pelanggan lama kecewa dan kabur,negatif
terpaksa turunkn bintang karena pernah mengalami hal buruk dengan ekspedisi si cepat barang lewat estimasi tidak diantar barang saya rusak selang waktu lama agen bogor menghubungi memanipulatif situasi seolah saya menyetujui kalau barang tidak perlu dikirim dengan iming akan dibantu refund ke kantor pusat ohh sungguh tidak profesional,negatif
awalnya sangat senang dsn sangat memuaskan belanja di tokopedia tapi gak tahu kenapa mulai akhir bulan agustus september ini pengiriman sering mengali kendala yan biasanya pengirimannya hari paling lama sudah nyampai tapi kenapa sekarang sampai minggu lebih pesanan belum nyampe juga saya bertempat tinggal di bengkulu utara biasanya kalau barang sudah keluar dari bengkulu kota paling selisih hari sudah nyampe tapi ini lain paket keluar dari bengkulu kota hari gak sampai juga,negatif
menurut ku selama belanja online paling nyaman dan ga was takut barang hilngga datang hanya di tokopedia pernah kejadian beberapa kali barang hilang eh langsung diganti sesuai nominal barangnya pernah juga klaim karena barang ga datang eh sampai komplain selesai tapi saldo belum di refund sih ternyata barang datang saya chat tokopedia divitur chat itu langsung ditelvon sama customer service nya diperjelas dan diselesaikan bukan kayak si oren kasus ginian berkali ribet bngt ga brs,negatif
ada promo tapi gak bisa dipake dengan alasan akun tidak sesuai dengan sk niat kasih promoenggk ada promo gak bisa dipake buat apa ada cuma buat pengguna baru doang harus banget ganti kartu setiap saat kalau akun gk sesuai sk katanya ada indikasi pelanggaran karena pakai promo buat keuntungan pribadi pelanggarannya dimana custumer pakai promo pelanggaran komedi banget iya tokped aneh pindah saja lah ke toko orenbiru,negatif
tidak bisa hapus riwayat transaksi yang sudah dilakukan,negatif
sekarang sudah mirip shopee banyak lag padahal jaringan bagus dulu ga pernah update lancar sekarang baru sebentar search barang di toko lag dan patah patah sangat mengganggu harus menutup dan mulai mencari barang dr awal lagi,negatif
greget banget tiap belanja disini barang nya lama sampai tolong untuk pengiriman bisa pilih expedisi dan semoga bisa ada expedisi khusus seperti olshop lainya supaya cepat bukan membandingkan iya hanya saran saja saya jarang belanja disini soalnya sampai barang disini lama sampainya coba saja di bandingkan perbedaanya semoga bisa ditingkatkan lagi tokped,negatif
sedih sekalisemakin hari tokopedia tidak memberikan pelayanan dan kepuasan pembeli kenapatokopedia lebih memihak ke penjualdibanding pembeli kecewa selalu memberikan bintang ke semua aplikasi tidak akan lagi memberikan bintang ke semua aplikasi sekarang maksimal bintang supaya pelayanan semakin ditingkatkan,negatif
ga jelas banget aplikasinya order baru sekali pas dapat promo pengguna baru trus order yang kedua dibatalkan dr sistem katanya melanggar sk pas di chat katanya udh ga bisa dapat promo lagi karena melakukan pelanggaran laaah melakukan pelanggaran apa kan saya order juga sesuai prosedur di aplikasinya pakai promo juga cm bisa pilih pembayaran juga sesuai sm dipilihannya pelanggaran apa coba gajelas banget jadi nyesel download ini,negatif
saya pengguna tokped sudah lama banget baru kali ini ada fitur gak jelas kurir rekomendasi tokped masa iya rekomendasi tokoed pengiriman jadi lambat melebihi estimasi sampai pelanggan dibebankan untuk nunggu lagi padahal sudah butuh barangnya tolong balikin sistem pengiriman yang lama saja lah,negatif
saya beli barang retur ke tokopedia karena pecah katanya ditunggu pengembalian dananya sampai tanggal juni eh sampai sekarang tidak ada dana masuk tuh pas komplain katanya barang tidak ada yang cacat sudah diterima padahal saya mengajukan komplain dan jawabannya seperti itu loh masih ada kok hasil investigasinya enak banget yah nelen uang customer padahal barang belum diterima cs nya susah dihubungin cari nomor telepon kantornya tidak ada jangan beli ditokopedia deh,negatif
tolong jangan iklan doang yang dipush tapi sistem ga dbenahi masa mau aktifin codgratis ongkos kirim harus pengiriman sicepat doang sdgkan sicepat jauh dari rumah makanya ga ngirim barang dari expedisi itu sudah ga bisa memberikan gratis ongkos kirim ga bisa bayar ditempat pula lah kan pembeli lari ke toko lain tolong lah diprbarui,negatif
saran saja tokopediasaya pernah coba cari barang yang lebih murah ternyata ketemu barang yang murah terus saya coba tanya di penjual lewat inboxdi kasih informasi barang yang saya cari anehnya barang yang aku lihat tadi harga setelah aku tanya di inbox harga jadi gila benerpadahal barang yang sudah aku lihat tadi di barang tidak ada informasi di naikan harganyajadi tolong tokopedia jika barang di naikanpembeli bisa lihat di atas harga barang di kasih catatan harga sebelumnya,negatif
barang tidak dikirim oleh penjual pesanan selesai otomatis di hari libur tidak bisa komplain chat dengan pusat bantuan tapi dapat solusi yang sama sekali tidak membantu padahal bukti sudah sangat jelas bahkan ada korban serupa tetapi tetap saja solusi yang ditawarkan hanya klise dan sama sekali tidak membantu terimakasih saya pengguna lama tetapi auto uninstall dan pindah ke shopee kalian terlalu mengecewakan saya seminggu ini,negatif
ini semua masalah cs yang selalu ngak bisa selesaikan masalah hal yang terpenting dari hari ini pengeluaran biaya x lipat dan penjualan berkurang tanpa tambah itu saja masih di jawab sama cs nya wajar iklan hari juta gila ngak,negatif
susah nentuin alamat grgr pintpoint jadi ribet pengen beda dari apk lain bahkan bikin susah customer wkwkwkwk cuma masukan ajah lebih baik kaya biasa ajah pint point bikin ribet doang nanti download lagi kalau deh tidak ada uang pint point yang bikin ribet terima kasih,negatif
sudah kali di update ke versi terbaru kenapa tampilan semua gambar tidak terlihat tolong dong solusi dan kenapa bisa terjadi seperti itu dari awal pakai tokopedia aman tanpa kendala jadi tidak bisa memilih barang karena tidak terlihat semua gambar nya,negatif
tokopedia saat ini bukan tokopedia yang duluterlalu banyak biaya biaya tambahan yang dibebankan oleh pembelibiaya biaya jasa aplikasi biaya layananpromo yang berbelanja minimal gtaris ongkos kirim itu adalah pembohongan publik dan tidak sesuai dengan faktanya dan masih ada sisa ongkos kirim yang harus dibayarkan sedangkan sudah berbelanja minimal sedangkan sebelumnya tokopedia tidak seperti sekarangmaka dari itu member gold saya rela saya lepaskankarena tidak lagi relevan,negatif
semenjak ada ovo pay transaksi jadi makin jarang karena kebanyakan pelanggan saya menggunakan metode pembayaran melalui alfamart dan indomart tolong tanggapi ini sebagai masalah serius kalau mau nambah metode pembayaran yang baru seharusnya pembayaran yang ada tidak di hilangkan contohnya sekarang pembayaran via alfamart dan indomaret sudah tidak ada dan alhasil pelanggan saya yang menggunakan metode pembayaran tersebut sekarang sudah tidak bisa dan beralih ke aplikasi lain yang metode pembayarannya tidak rumit tolong lah kebijaksanaannya dalam menanggapi permasalahan ini yang sewaktu waktu dapat menjadi bomerang buat pihak anda sendiri,negatif
saya suka belanja di buka lapak banyak discount terimakasih banyak buka lapak,positif
saya belum pernah beli disini kok gak bisa di pakai diskon,negatif
aplikasinya sering nge freez alias tiba macet,negatif
produk pengguna baru scam gabisa dibeli ada saja alasan sistem nya belum pernah transaksi sama sekali bilangnya kamu sudah melakukan maksimal transaksi untuk produk ini parah kalau ganiat kasih tidak perlu di tampilkan fitur flashsale untuk pengguna baru nya,negatif
respon cs lama dlm menanggapi komplain saya belanja tapi barang yang dikirim kurang komplai ke tokopedia care ternyata pihak tokopedia menyarankan lgsung ke pihak penjual karena dana sdh di transfer percuma lapor kalau tidak bisa menjembatani masalah customer,negatif
kenapa jika sudah berhasil transfer dengan virtual account masih harus menunggu verifikasi hari kalau verifikasi gagal transaksinya batal padahal sudah berharap beli barang tsb jangan ribet kenapa di toko sebelah gak dipersulit kayak gini deh,negatif
cara termudah belanja iya di tokopedia,netral
tolong di tindak lnjut masa proses pengemasn jngn lama proses kirim jangan lama expedisi yang lama di blacklist saja jangan gantung pesanan digudang expedisi lamalama hapus chatbot dari chat diskusi,negatif
makin kesini ini app makin lambat saja gk kaya sebelumnya ditambah ekpedisi jne yang merusak app ini masa karawang bandung minggu baru nyampenajiss saya yakin pengguna via jne kecewa semua dan yang awam pasti aplikasitoko nya yang disalahin,negatif
sering dibatalkan sistem,negatif
cukup lemgkap jenis barang keperluan dari hat to too,netral
tolong perbaiki ekpedisi si cepat barang sudah dikota tujuan kok di inapkan lagi dan ditunggu besoknya pun belum sampai juga sampai sdh malam belum sampai juga tahu begitu saya lebih pilih ekpedisi lain yang lebih cepat,negatif
bagus dan sangat membantu dan memudahkan dalam berbelanja online,positif
ada bugs yang saya jumpai pada halaman transaksi muncul notif pada menunggu pembayaran yang minta saya melakukan pembayaran untuk belanjaan yang lainpadahal saya cuma order x tapi kenapa bahkan menjadi banyak jadi saya harus cancel satu persatu smua psanan yang saya tidak lakukan semoga segera di perbaiki,negatif
baru taukalo akun pakai nama istri trus nama penerima pakai nama suamitransaksinya dibatalkan sepihak oleh tokopedia karena alasan manipulasi identitas padahalsudah beratusratus transaksi di tokopedia dg akun yang sama tidak pernah sekalipun dibatalkan trus refund nya tidak penuh dzolim tadinya saya tulis ulasan bintang saya ubah hari ini dg sadar bintang kalau bisa bahkan tombol dislike mengecewakan,negatif
apalah baru cek out eh paket batal otomatis kecewa banget pengembalian kurang ke,negatif
banyak promo gratis ongkos kirim blanja apa saja tapi nyatanya susah dapat kode promo gratos ongkos kirim nya sekalianya ada kode nya cm bisa di belanjaan tertentu gak kaya tetangga sebelah mudah dapat kupon nya dan bisa pilih antara cashback atau gratis ongkos kirim,negatif
aku kasih rating lima tapi kedepannya bisa lebih baik lagi apalagi pas saat pengiriman barang nya,positif
aku suka tokopedia karena aplikasinya yang simpel dan ringan tapi semenjak update ada beberapa halaman yang tidak bisa di muat seperti panen telur pembelian tiket kereta api dan halaman untuk mengaktifkan opsi pembayaran melalui gopay sangat disayangkan banyak sekali fitur berguna yang tidak bisa saya rasakan manfaatnya karena keterbatasan device saya sarankan untuk membuat aplikasi ini lebih optimal untuk device spek rendah atau mungkin di tambahakan fitur atau mode khusus spek rendah,negatif
kenapa saya kasih bintang karena tokopedia tidak bisa lagi pakek dropshipper setiap pakek dropshipper selalu saja gagal namun jika tidak pakek dropshipper baru bisa buat orderan mohon pengembangan yang lebih bagusnya kecewa jika tidak bisa lagi dropshipper,negatif
bintang satu saja baru menggunakan aplikasi ini sudah dibuat kecewa mau verifikasi akun toko dengan cara poto ktp dan poto wajah dengan ktp dibawah dagu sampai x nyoba tetap tidak bisa sistem tidak bisa membaca data anda padahal semua panduan sudah diikuti menjengkelkan,negatif
jelek banget pakai kurir rekomendasi tokopedia pertama di oper oper antara kurir yang berbeda kedua biasanya jakarta bandung hanya maksimal dua hari ini hari belum sampai bahkan di perpanjang sampai hari ketiga saya sudah bayar mahal ongkos kirim ribu tapi iya begitu lah jelek banget bagusan si orange sekarang,negatif
signal koneksi data selalu dianggap tidak ada padahal sinyal oke toko online lain tidak masalah dan juga saya instal di hape lain yang kesulitan untuk login setiap login selalu muncul gagal mendownload provider provider apa lagi yang harus di download fix it,negatif
banyak vouchernya tiba gk berlaku apalagi voucher cashback padahal sudah beli barang tapi tibatiba voucher cashback nya gk berlaku saya tertarik beli barang karena cashback nya karena jadi lebih murah tapi bahkan tiba vouchernya gk berlaku dan cashback nya gk dapat apalagi ini sering terjadi pas bayar tagihan jadi pesanan gk bisa dibatalkan sementara cashbacknya gk dapat trus kadang juga tiba pesanan tidak berhasil karena dibatalkan sistem bagaimana sih,negatif
ikut langganan plus bahkan gak bisa pakai bebas ongkos kirim voucher cashback dalam satu pesanan lebih baik gak perlu ikut langganan plus percuma daftarnya mahal pula rb apalagi jarang belanja lebih baik gak perlu daftar masih dapat voucher bebas ongkos kirim mingguan,negatif
saya udh tahun belakangan ini pakai tokped sebelum nya pakai toko oren saya pakai tokped awalnya karena enak banget gratis ongkos kirim cashback nya mantap benar emang benar bisa belanja lagi pakai cashback nya tapi sekarang semua tinggal kenangan mau pilih cash back ongkos kirim nya bayar begitu juga sebaliknya intinya ini cash back emang sengaja dihilangkan saya sangat kecewa dengan tokped sekarang mungkin ini saat nya pensiun pakai tokped dan pindah ke toko oren lagi,negatif
saya masih pakai app tokopedia tapi semenjak ada shopee saya lebih memilih shopee karena foto dari pembeli lebih banyak jadi ketahuan produk yang datang bagus atau tidak baiknya tiru cara shopee memberi insentif berupa koin bagi pembeli yang upload gambar saya kasi bintang satu agar dilihat oleh dev,negatif
capek nungguin pesanan ditoko pedia salah alamat dikit doang ke sasar muluklw di aplikasi sebelah salah alamat kurir langsung ngehubungin secara pribaditpi kalau disini tidak kaya apk sebelah,positif
sekarang mah banyak banget iklan nya notifikasi nya kebanyakan iklan giliran produk saya ada yang chat bahkan g ada notifikasi padahal pengaturan nya sudah di aktifkn,negatif
untuk aplikasinya pelayanan bagus cuma yang gk saya suka itu untuk pilihan kurir pengiriman anteraja belanja free ongkos kirim tapi kurirnya anteraja itu bikin malesuntuk toko yang mengaktifkan pilihan kurir anteraja kecepatan proses hubgudang ditiap kota sangat lama bisa diatas jam dan lagi cs anteraja yang gk memberikan penyelesaian masalah jauh dibanding sicepat baik pelayanan kecepatan kirim kalau bisa untuk free ongkos kirim bisa milih kurir seperti shopee,positif
belanja online yang aman dengan pilihan metode pembayaran yang terpercaya,positif
ini ngembaliin dana lama banget parah banget padahal sudah complain barang gak datang datang lawak,negatif
belanja jadi tidak ribet bisak kapan dan dimana saja,positif
semua aplikasi iklan nya tokped semua risih,negatif
bintang buat tokopediakiriman hampir minggu belum sampai pakai si cepat biasanya max hari tolong lah tingkatkan lagi untuk kiriman paketnya di maximalkan,negatif
tambah parah habis update bukannya di benerin fitur notifikasi suaranya ini bahkan di hilangin jadi tambah parah ga tahu deh kalau ada custamer bertanya bagaimana mau tahu wong notifikasi suaranya sama semua suara pesan sms sama suara whatsapp sama suara pemberitahuan sama bahkan suara pemberitahuan tokopedia juga sama bahkan di hilangin sama developer nya jadi ga bisa milih suara notifikasi,negatif
tokopedia memang parah banget cancel sendiri tanpa pemberitahuan dan saya sudah terlanjur bayar ahirnya uang ngendap padahal waktu itu pulsa nya lagi butuh banget saya juga jualan yang satu di shee yang satu di toped orderan nya beda jauuuuh mungkin kurang peminat karena memang toped begini pelayanannya semoga kedepannya bisa lebih baik,negatif
keterlaluan banget masa bebas ongkos kirim termasuk voucher dan ga bisa digabung dengan cashback lainnya minimal rb juga belinya tolong dong tokopedia dipikir pikir lagi sudah ada biaya layanan pula per transaksi,negatif
saya sebagai pelanggan merasa kecewa kali kejadian order saya salah kirim seperti iya tidak ada pembenahan sampai kejadian itu berulah entah kesalahan dari pihak penjual atau ekspedisi pengiriman lokasi pengiriman saya itu kesalah saru perusahaan di kota a tapi sudah kali dikirim ke perusahaan yang sama tapi kota b harusnya barang saya yang salah kirim diurus dan dikirim lagi dong tapi bahkan saya yang harus urus sendiri itu posisi jauh beda provinsi gila sih,negatif
bagus selalu dapat voucher dan tidak susah belanja cuman pas ada voucher kemudian di pembayaran gagal ada kendala tibatiba voucher nya hangus gitu saja padahal kan belanja nya juga gak jadi mau belanja jadinya tidak mood,negatif
pembayaran alfaindo sering batal otomatis jelek banget aplikasi ini lebih baik di shopeelazada,negatif
banyak penjual yang terlalu lama memproses pesananyang saya alamai sering pada batas waktu terakhir sering barang datang hampir minggu dari waktu pemesanan padahal jarak antar daerahnya terbilang dekat bahkan bisa bayar ditempat parahnya lagi sering dibatalkan tapi ketika kita ingin batalkan pesanan tidak bisa karena terlanjur di proses penjualdan tidak bisa dibatalkanbanyak penjual yang tidak bertanggung jawabharusnya pihak tokopedia melakukan audit rating,negatif
pengiriman nya selalu lama kalau pakai jasa kirim rekomendasi tokopedia,negatif
mohon ditingkatkan untuk pengiriman nyamasa sampai berharihari paket macet di satu tempat gak ada pergerakan sama sekali melebihi dari estimasi sampai harus nambah hari estimasinyamasih lebih baik sebelah meskipun pakai gratis ongkos kirim pengiriman cepattoo bad,negatif
halo saya pengguna setia tokopedia kenapa makin update layout aplikasi nya makin aneh user experience sangat penting kalau aneh begini saya kecewa masih suka layout sama menu yang versi lama tolong di dengar kalau sudah bagus jangan dirubah tipis tipis saja sebelum diperbaiki saya kasi bintang maaf iya ini kekecewaan fanboy tokopedia,negatif
kecewa banget sama tokopedia saya download tokopedia karena diberitahu teman kalau dapat potongan harga rb untuk pengguna pertama setelah saya download saya coba transaksi dan melakukan pembayaran tiba tiba dibatalkan dengan dalih kesamaan data memang saya beli hp ini second tapi kenapa ga diberitahukan di awal kalau ini khusus prangkat jangan begitu setelah dibayar baru dibatalkan ini benarbenar merugikan rugi biaya transaksi di alfaindo rugi waktu rugi kuota juga,negatif
aplikasinya ok saya suka banget karena lebih mudah gak ribet dibanding yang lain trus yang saya suka lagi cashback nya bisa digunakan untuk beli apa saja dan ga ada hangus tapi yang aga heran sekarang jarang gratis ongkos kirim kenapa yach sedangkan aplikasi yang lainya promo gratis ongkos kirim masih berlanjut saya rasa kebanyakan pembeli itu lebih memilih gratis ongkos kirim daripada cashback xxx,positif
khusus untuk reksadana di tokopedia kenapa sih kalau kita jual reksadana uang nya bahkan masuk ke saldo tokopedia kenapa ga bisa milih pakai metode laen kaya ewallet saja gitu misal gopay seperti saldo tokopedia itu ga berguna ga bisa dipake untuk belanja dan cuma bisa di tarik ke rekening bank dan sudah gitu ngetransfer saldo tokopedia ke bank pasti kena biaya admin,negatif
tetap pertahankan bebas ongkirnya gausah jadi puncak kayak oren tetep pertahankan gini saja nyaman banget menu home gak pusing belanja pengiriman rata cepat bisa atur ekspedisi vocher bebas ongkos kirim yang gak php the best tokopedia,positif
saya salah satu member platinum di apk ini selalu pakai apk ini untuk belanja sekarang sudah malas terlalu memonopoli expedisi untuk layanan potong ongkos kirim kurir rekomendasi dinilai dari aspek apa belum tentu expedisi itu bagus di lokasi pickup dan atau delivery,positif
maaf saya kasih bintang karena program diskon untuk pengguna baru dibatalkan padahal uang sudah ditansfer eh tiba dibatalkan karena melanggaran aturan menurut saya tidak ada penjelasan aturan seperti apa yang dilanggar coba sebelum pembayaran transaksi tidak bisa dilanjutkan jadi kan kita gk repot lagi mau tarik saldo dan banyak menghabiskan waktu dan biaya,negatif
gratis ongkos kirim minimal belanja rb harus lebih sering lagi auto akan sering belanja di tokped sedikit masukan batas waktu pengiriman pesanan terlalu lama hari untuk batal otomatis jadi sellernya terlalu santai untuk mengemas dan mengirim produk,negatif
kesal banget makin hari makin banyak tagihan tanggungan rp ke pembeli sudah gitu bebas ongkirnya dimasukkan ke promo spya kalau hanya bisa pakai promo ga bisa pilih promo yang lain lagi padahal sudah belain pakai tokopedia spaya cinta produk negeri indonesia eh dibandingin sama shopee lebih murah shopee jadinya maaf iya aku pakai toped hanya krna menghargai apa buatan anak negeri tapi bahkan banyak ngeyel nya makin hari skrg auto pindah ke shopee krna saya bukan orang kaya banget,negatif
hati hati jika menggunakan jasa gopay later jika pesanan masih dalam proses komplain karena pesanan tidak diterima angsuran akan tetap berjalan tanpa adanya koordinasi antara tokopedia dan gopay later dan penanganan komplain prosesnya sangat lambat dan sudah coba melalui tokopedia care tidak ada respon awas jebakan dan pesanan saya tanggal des sampai saat ini tidak saya terima klaim asuransi tanpa ada proses sampai sekarang aplikasi yang sangat buruk,negatif
aduh bagaimana sih dilihat barangnya ready terus pas sudah dibayar tiba tiba harus dibatalkan karena stok nya kosong katanya seharusnya kalau stok kosong di tandai habis atau ga di tampilkan di pencarian atau tidak bisa di masukan ke keranjang tolonglah agar diperbaiki,negatif
maaf saya turunin jadi bintang paket saya stuck dan tidak diproses oleh ekspedisi anteraja karena promo gratis ongkos kirim yang mengkin menurunkan kualitas pengiriman sudah hari paket stuck di hub kota asal saya tolong tingkatkan kualitas tokped sebagai salah online shop langganan saya dari segi pengirim dan pemilihan jasa ekspedisi yang berkualitas,positif
